,text,sentiment
1041,Recoveries 5 975RT Thank you Joint Chiefs of Staff chairman says evidence suggests coronavirus was not man made or released from lab T RT Gujarat Congress has alleged that the Namaste Trump event organised by the state BJP government on February 24 here was r RT Hawley Abolish the World Trade Organization in Wake of Coronavirus The WTO protected China while our agriculture and m RT Ousted HHS official files whistleblower complaint on coronavirus response via The Indian government has made it incredibly hard for journalists to access basic information that should be in the publi RT A single layer of T shirt fabric is 40 effective at higher droplet blocking When layers are doubled the fabric is 9 RT Our death toll is greater than anywhere in Europe Thousands more ppl are going to die in Britain Our government has de RT A map and graphic presentation of the case data is available at RT Rhode Island has now tested almost 80 000 residents for coronavirus since Feb 29 with about 10 000 testing positive That s RT kelly2 You don t say New discoveries shift coronavirus timeline by months Coronavirus India Update Nationwide tally crosses 50 000 with record jump in Maharashtra,Positive
1042,Also Maharashtra reported a rec RT The testing and the masks and all of the things we ve solved every problem We solved it quickly Trump said May 1,Positive
1043,The s RT Siskind Gee who could have been this coming,Neutral
1044,Gov Brian Kemp warned on Tuesday that a growing coronavirus outbreak is stre 2 Here s what the first month was like under the longest statewide lockdown in Pennsylvania history according to CBS stages fake Corona Virus patients staged fake testing according to undercove support for entrepreneurial businesses includes a 500 million fund for high growth firms and 750 millions of The Little Sisters of the Poor are pouring themselves out w Christ like love in the middle of a pandemic,Positive
1045,But today t RT World s highest mountain peak Mount Everest visible from a village in Bihar s Sitamarhi district,Neutral
1046,OES The power to declare you non essential is the power t wouldn t have had to go help in the first place if amp hadn t liked that NY was well p resources for educators during the coronavirus pandemic via More than 1 2 million people have recovered globally Coronavirus BILL GATES ANNOUNCES WORLD GOVERNMENT WILL FORCIBLY INOCULATE ENTIRE PLANET,Positive
1047,Meanwhile Gates also says China G In case you didn t know,Neutral
1048,Bangladesh,Neutral
1049,For last 6 months I ve been facing abuse for being Hindu When we started working to combat hunger crisis afte RT G Pope I helped write an oped in the NYTimes this morning with great colleagues Oeindrila Dube Kate Baicker and sendhil We RT The collective memory of the Great Hunger in has left a legacy of empathy in our society amp frames our response to su RT com Coronavirus is a conspiracy by Hindus when the time comes we will kill them all AIMIM supporter in viral video,Negative
1050,https RT ayuk Thankfully for those of us starved of social interactions under coronavirus quarantine you don t have to find the patience t RT Sending my deepest thoughts and prayers,Negative
1051,New blog post supermarket shopping with Galactosaemia during the Coronavirus pandemic,Neutral
1052,Gujarat recorded the highest single day fatality in the country at 49 deaths This shows how the coronavirus pandemic was RT GoodNews who went viral for memorizing 75 handshakes beats COVID19,Negative
1053,Get more positive news during t RT The White House CoronaVirus Task Force headed by Vice President Mike Pence has done a fantastic job of bringing toge RT A nurse returning home after a month long fight on the coronavirus frontline gets a heartwarming welcome from her neig RT Doctors report hydroxychloroquine has over 90 chance to cure coronavirus patients via OANN RT It s looking more and more like the narrative that Cuomo is handling the coronavirus well is based mostly on the fact that RT AZ Department of Health told scientists to pause work after its coronavirus model showed that delaying reopenin Welcome home,Positive
1054,Great lady RT NEW POLL is great news for edge evaporates as seen as better suited for economy co RT My latest for,Positive
1055,Citing concerns for worker safety Alberta has suspended some environmental requirements in Gonna RT this again today How s it feel to know that American people suffering is amusing to them Coronavirus lockdown roadmap PM says some measures may be eased from Monday,Positive
1056,no no no This crisis makes clear how much America depends on immigrants They are the essential workers who pick amp produce our food RT More on covidtoes Frostbite toes and rashes may be signs of a coronavirus infection largest rise in Covid 19 deaths follows Bolsonaro worst is over claim,Negative
1057,Trump clone Gov Brian Kemp warned on Tuesday that a growing coronavirus outbreak is stressing resources in northeast Georgia,Negative
1058,gapol co RT BBC News Coronavirus UK becomes first country in Europe to pass 30 000 deaths Drains battery sucking all your data on your phone,Neutral
1059,Avoid if you can tracingapp,Negative
1060,Pompeo wouldn t make that statement without proof,Neutral
1061,If China keeps pushing this they re going to regret it Seth Meyers called out the Democrats and members of the media who fawned over former President George W Bush s cal Thank you Joint Chiefs of Staff chairman says evidence suggests coronavirus was not man made or released from lab T RT Many more people have died from the coronavirus in the U S than official counts say Our analysis shows just how many lives a RT Namaste Trump event spread coronavirus in Gujarat state Congress Turn the water back on People are getting sick and dying RT Due to COVID19 aka Coronavirus III be sending the first 400 people to like amp retweet this 500 1500 through CashAp RT President Trump declared his coronavirus task force would continue indefinitely a day after he and Vice President Mike Pence sai RT Looks like Dr Trump was right again RT Trump s son in law in chief recruited chaps from venture capital and private equity firms to use their business cards RT In person instruction at UofSC Columbia will resume mid August This is a decision that has not been made lightly and will requi RT And many of Americans especially small business owners and hard working people full of patriotism are simply immune RT Trump out here moving the goalposts on coronavirus deaths like an auctioneer I wrote about the issue of coronavirus strains Despite the recent overblown stories there s no strong evidence that mor RT Wow It s difficult for our members to become addicted to 80 of minimum wage RT uk Routine vaccination appointments are still going ahead as normal,Positive
